ref_start,ref_end,query_start,query_end,ref_length,query_length,ref,query,tag
36840279,36854076,6012443,5999158,64444167,6148103,chr20,utg000002l,unique
36863771,36927226,5989967,5928862,64444167,6148103,chr20,utg000002l,unique
36953794,36974454,5903504,5883622,64444167,6148103,chr20,utg000002l,unique
37000986,37012652,5858493,5847410,64444167,6148103,chr20,utg000002l,unique
37015783,37043018,5844542,5818248,64444167,6148103,chr20,utg000002l,unique
37069675,37122175,5792682,5742175,64444167,6148103,chr20,utg000002l,unique
37126424,37142193,5738194,5723018,64444167,6148103,chr20,utg000002l,unique
37142428,37150576,5722819,5714945,64444167,6148103,chr20,utg000002l,unique
37163213,37187220,5702918,5679563,64444167,6148103,chr20,utg000002l,unique
37187532,37232108,5679563,5636260,64444167,6148103,chr20,utg000002l,unique
37244337,37306463,5624394,5564194,64444167,6148103,chr20,utg000002l,unique
37312285,37333166,5558521,5538534,64444167,6148103,chr20,utg000002l,unique
37336949,37357606,5534913,5515178,64444167,6148103,chr20,utg000002l,unique
37379963,37391041,5493970,5483542,64444167,6148103,chr20,utg000002l,unique
37420834,37438332,5455829,5439116,64444167,6148103,chr20,utg000002l,unique
37440189,37472598,5437462,5406163,64444167,6148103,chr20,utg000002l,unique
37498706,37535716,5381093,5345325,64444167,6148103,chr20,utg000002l,unique
37549125,37568485,5332331,5313610,64444167,6148103,chr20,utg000002l,unique
37572254,37597213,5310024,5285822,64444167,6148103,chr20,utg000002l,unique
37598703,37867973,5284433,5022001,64444167,6148103,chr20,utg000002l,unique
37889561,37914497,5001452,4977641,64444167,6148103,chr20,utg000002l,unique
37930623,37976649,4962032,4917440,64444167,6148103,chr20,utg000002l,unique
37978833,37999948,4915380,4894946,64444167,6148103,chr20,utg000002l,unique
38003486,38029554,4891522,4866236,64444167,6148103,chr20,utg000002l,unique
38039673,38112250,4856595,4786047,64444167,6148103,chr20,utg000002l,unique
38116145,38122430,4782231,4776175,64444167,6148103,chr20,utg000002l,unique
38142452,38162989,4756342,4736518,64444167,6148103,chr20,utg000002l,unique
38163820,38194631,4735717,4705835,64444167,6148103,chr20,utg000002l,unique
38194564,38220016,4704892,4680169,64444167,6148103,chr20,utg000002l,unique
38232919,38320622,4667703,4582806,64444167,6148103,chr20,utg000002l,unique
38322904,38336839,4580474,4567060,64444167,6148103,chr20,utg000002l,unique
38359928,38379011,4543693,4525305,64444167,6148103,chr20,utg000002l,unique
38379258,38407595,4525105,4497498,64444167,6148103,chr20,utg000002l,unique
38446258,38461445,4457948,4443358,64444167,6148103,chr20,utg000002l,unique
38463286,38589137,4439735,4317337,64444167,6148103,chr20,utg000002l,unique
38603189,38626934,4303784,4280760,64444167,6148103,chr20,utg000002l,unique
38666023,38774825,4242679,4137118,64444167,6148103,chr20,utg000002l,unique
38775057,38796679,4136891,4115963,64444167,6148103,chr20,utg000002l,unique
38811127,38852745,4102151,4061699,64444167,6148103,chr20,utg000002l,unique
38855989,38927136,4058657,3989748,64444167,6148103,chr20,utg000002l,unique
38942159,39089066,3975236,3832686,64444167,6148103,chr20,utg000002l,unique
39093227,39132053,3827769,3790107,64444167,6148103,chr20,utg000002l,unique
39144026,39187979,3778413,3735450,64444167,6148103,chr20,utg000002l,unique
39203977,40558570,3720080,2396132,64444167,6148103,chr20,utg000002l,unique
40558661,40667296,2395998,2289897,64444167,6148103,chr20,utg000002l,unique
40668132,40753785,2289451,2206019,64444167,6148103,chr20,utg000002l,unique
40757095,40808946,2202823,2152220,64444167,6148103,chr20,utg000002l,unique
40813030,40910527,2148300,2053412,64444167,6148103,chr20,utg000002l,unique
40910996,40951927,2053010,2013263,64444167,6148103,chr20,utg000002l,unique
40972024,40992550,1993849,1973873,64444167,6148103,chr20,utg000002l,unique
40997796,41159716,1968818,1811127,64444167,6148103,chr20,utg000002l,unique
41176376,41196602,1795332,1775683,64444167,6148103,chr20,utg000002l,unique
41196602,41201336,1775593,1771051,64444167,6148103,chr20,utg000002l,unique
41203817,41350469,1769095,1626687,64444167,6148103,chr20,utg000002l,unique
41387730,41404579,1591209,1574946,64444167,6148103,chr20,utg000002l,unique
41419587,41555177,1560426,1428066,64444167,6148103,chr20,utg000002l,unique
41556562,41655344,1426861,1330709,64444167,6148103,chr20,utg000002l,unique
41657945,41743814,1328161,1244354,64444167,6148103,chr20,utg000002l,unique
41759627,41886898,1228959,1104574,64444167,6148103,chr20,utg000002l,unique
41887318,41917618,1104202,1074643,64444167,6148103,chr20,utg000002l,unique
41923538,41998520,1072149,998864,64444167,6148103,chr20,utg000002l,unique
41999466,42252646,998017,750591,64444167,6148103,chr20,utg000002l,unique
42256857,42421521,746518,585724,64444167,6148103,chr20,utg000002l,unique
42422232,42509491,585029,499748,64444167,6148103,chr20,utg000002l,unique
42508944,42623851,500360,388183,64444167,6148103,chr20,utg000002l,unique
42633855,42681959,378459,331428,64444167,6148103,chr20,utg000002l,unique
42686497,42737003,327042,277798,64444167,6148103,chr20,utg000002l,unique
42740128,42883973,274787,134288,64444167,6148103,chr20,utg000002l,unique
42883700,42934887,134247,84216,64444167,6148103,chr20,utg000002l,unique
42935174,42958359,83974,61350,64444167,6148103,chr20,utg000002l,unique
42958368,43021018,61208,1,64444167,6148103,chr20,utg000002l,unique
47541876,47554551,13012991,13000816,64444167,13012991,chr20,utg000003l,unique
47554551,47594567,12999409,12960591,64444167,13012991,chr20,utg000003l,unique
47594805,47647427,12960432,12909413,64444167,13012991,chr20,utg000003l,unique
47648395,47666355,12908497,12891217,64444167,13012991,chr20,utg000003l,unique
47670709,47690021,12886400,12867809,64444167,13012991,chr20,utg000003l,unique
47693102,47728669,12864823,12830514,64444167,13012991,chr20,utg000003l,unique
47751522,47833239,12808519,12729361,64444167,13012991,chr20,utg000003l,unique
47873742,47894449,12681910,12661833,64444167,13012991,chr20,utg000003l,unique
47908187,47970706,12644249,12583423,64444167,13012991,chr20,utg000003l,unique
47998890,48011220,12556341,12544333,64444167,13012991,chr20,utg000003l,unique
48011220,48026980,12544211,12528820,64444167,13012991,chr20,utg000003l,unique
48038164,48075477,12518050,12481688,64444167,13012991,chr20,utg000003l,unique
48080545,48124826,12476721,12433728,64444167,13012991,chr20,utg000003l,unique
48135235,48155762,12423312,12403269,64444167,13012991,chr20,utg000003l,unique
48162954,48209595,12396288,12350937,64444167,13012991,chr20,utg000003l,unique
48235388,48266679,12326061,12295713,64444167,13012991,chr20,utg000003l,unique
48268917,48334573,12293574,12229634,64444167,13012991,chr20,utg000003l,unique
48334625,48391171,12229583,12174679,64444167,13012991,chr20,utg000003l,unique
48391171,48447772,12174524,12119553,64444167,13012991,chr20,utg000003l,unique
48463706,48504957,12103611,12063539,64444167,13012991,chr20,utg000003l,unique
48515930,48547585,12053801,12023049,64444167,13012991,chr20,utg000003l,unique
48554587,48610912,12016255,11961501,64444167,13012991,chr20,utg000003l,unique
48630578,48641885,11942625,11931648,64444167,13012991,chr20,utg000003l,unique
48685292,48704201,11889905,11871679,64444167,13012991,chr20,utg000003l,unique
48722665,48746975,11853936,11830446,64444167,13012991,chr20,utg000003l,unique
48768598,48799498,11809563,11779630,64444167,13012991,chr20,utg000003l,unique
48804254,48871561,11775002,11710056,64444167,13012991,chr20,utg000003l,unique
48872175,48903744,11710056,11679749,64444167,13012991,chr20,utg000003l,unique
48905551,48926282,11678065,11657921,64444167,13012991,chr20,utg000003l,unique
48936395,48954197,11648300,11631118,64444167,13012991,chr20,utg000003l,unique
48959394,48964095,11625822,11621296,64444167,13012991,chr20,utg000003l,unique
48964223,49101074,11621202,11488797,64444167,13012991,chr20,utg000003l,unique
49111425,49146114,11478798,11445430,64444167,13012991,chr20,utg000003l,unique
49155951,49173264,11435926,11419180,64444167,13012991,chr20,utg000003l,unique
49174980,49189206,11417564,11403872,64444167,13012991,chr20,utg000003l,unique
49205302,49226011,11388772,11368938,64444167,13012991,chr20,utg000003l,unique
49243386,49325721,11352305,11272484,64444167,13012991,chr20,utg000003l,unique
49334622,49481178,11263760,11121549,64444167,13012991,chr20,utg000003l,unique
49486065,49572376,11116943,11033155,64444167,13012991,chr20,utg000003l,unique
49590995,49592887,11015167,11013317,64444167,13012991,chr20,utg000003l,unique
49599691,49615071,11006758,10991891,64444167,13012991,chr20,utg000003l,unique
49617593,49709363,10989534,10900582,64444167,13012991,chr20,utg000003l,unique
49710205,49748940,10899774,10862396,64444167,13012991,chr20,utg000003l,unique
49772107,49804352,10840200,10809089,64444167,13012991,chr20,utg000003l,unique
49840537,49861135,10774307,10754372,64444167,13012991,chr20,utg000003l,unique
49908573,49921415,10708948,10696502,64444167,13012991,chr20,utg000003l,unique
49933088,49963597,10685512,10656206,64444167,13012991,chr20,utg000003l,unique
49966340,49986964,10653282,10633620,64444167,13012991,chr20,utg000003l,unique
49995316,50011769,10625762,10610026,64444167,13012991,chr20,utg000003l,unique
50088417,50111364,10536929,10514695,64444167,13012991,chr20,utg000003l,unique
50159712,50174128,10468333,10454459,64444167,13012991,chr20,utg000003l,unique
50235372,50258521,10396209,10373902,64444167,13012991,chr20,utg000003l,unique
50282961,50312201,10350326,10322097,64444167,13012991,chr20,utg000003l,unique
50315755,50342366,10318653,10293006,64444167,13012991,chr20,utg000003l,unique
50399523,50416519,10237751,10221325,64444167,13012991,chr20,utg000003l,unique
50429314,50581548,10208922,10061209,64444167,13012991,chr20,utg000003l,unique
50648713,50666225,9997014,9980220,64444167,13012991,chr20,utg000003l,unique
50671442,50685724,9975044,9961208,64444167,13012991,chr20,utg000003l,unique
50685724,50710857,9960942,9936889,64444167,13012991,chr20,utg000003l,unique
50717201,50763778,9930890,9885867,64444167,13012991,chr20,utg000003l,unique
50771100,50792089,9878788,9858632,64444167,13012991,chr20,utg000003l,unique
50794071,50833188,9856763,9818957,64444167,13012991,chr20,utg000003l,unique
50890163,50908960,9764585,9746407,64444167,13012991,chr20,utg000003l,unique
50922206,51009627,9733567,9648918,64444167,13012991,chr20,utg000003l,unique
51021391,51133453,9637540,9528354,64444167,13012991,chr20,utg000003l,unique
51138461,51159618,9523544,9503055,64444167,13012991,chr20,utg000003l,unique
51161141,51374490,9501580,9294238,64444167,13012991,chr20,utg000003l,unique
51378620,51434013,9290269,9236698,64444167,13012991,chr20,utg000003l,unique
51435982,51456584,9234783,9214838,64444167,13012991,chr20,utg000003l,unique
51457657,51489398,9213803,9183098,64444167,13012991,chr20,utg000003l,unique
51500624,51524873,9172077,9148602,64444167,13012991,chr20,utg000003l,unique
51528587,51582996,9145051,9092309,64444167,13012991,chr20,utg000003l,unique
51595349,51651370,9080453,9026198,64444167,13012991,chr20,utg000003l,unique
51661813,51682925,9016124,8995677,64444167,13012991,chr20,utg000003l,unique
51690134,51730674,8988848,8949711,64444167,13012991,chr20,utg000003l,unique
51776801,51814619,8904948,8868543,64444167,13012991,chr20,utg000003l,unique
51824237,51866856,8859435,8818460,64444167,13012991,chr20,utg000003l,unique
51877801,51953099,8808109,8735391,64444167,13012991,chr20,utg000003l,unique
51967337,51979267,8721709,8710228,64444167,13012991,chr20,utg000003l,unique
51979969,52018117,8709579,8672653,64444167,13012991,chr20,utg000003l,unique
52044034,52099744,8647634,8593691,64444167,13012991,chr20,utg000003l,unique
52106458,52142747,8587265,8552305,64444167,13012991,chr20,utg000003l,unique
52144598,52204579,8552222,8494255,64444167,13012991,chr20,utg000003l,unique
52209789,52456289,8489242,8249144,64444167,13012991,chr20,utg000003l,unique
52456988,52716573,8248513,7994921,64444167,13012991,chr20,utg000003l,unique
52719218,53027442,7992343,7691055,64444167,13012991,chr20,utg000003l,unique
53040665,53072915,7678304,7646755,64444167,13012991,chr20,utg000003l,unique
53076315,53204412,7643414,7518345,64444167,13012991,chr20,utg000003l,unique
53204412,53409833,7517393,7317329,64444167,13012991,chr20,utg000003l,unique
53415673,53442536,7311506,7285397,64444167,13012991,chr20,utg000003l,unique
53448542,53469703,7279593,7259047,64444167,13012991,chr20,utg000003l,unique
53472903,53500446,7256107,7229463,64444167,13012991,chr20,utg000003l,unique
53508612,53530360,7221616,7200677,64444167,13012991,chr20,utg000003l,unique
53559643,53596984,7172623,7136609,64444167,13012991,chr20,utg000003l,unique
53675586,53694042,7061281,7043584,64444167,13012991,chr20,utg000003l,unique
53698057,53716674,7039985,7022082,64444167,13012991,chr20,utg000003l,unique
53737998,53754081,7001590,6985982,64444167,13012991,chr20,utg000003l,unique
53763933,53807498,6976527,6934312,64444167,13012991,chr20,utg000003l,unique
53816750,53836095,6925531,6906783,64444167,13012991,chr20,utg000003l,unique
53841599,53853724,6901030,6889361,64444167,13012991,chr20,utg000003l,unique
53854660,54029997,6888585,6717913,64444167,13012991,chr20,utg000003l,unique
54041464,54108758,6717392,6651660,64444167,13012991,chr20,utg000003l,unique
54108810,54168240,6651490,6593602,64444167,13012991,chr20,utg000003l,unique
54168710,54213418,6593146,6549506,64444167,13012991,chr20,utg000003l,unique
54223126,54249741,6540148,6514165,64444167,13012991,chr20,utg000003l,unique
54250809,54559522,6513933,6212646,64444167,13012991,chr20,utg000003l,unique
54561263,54676126,6210965,6099096,64444167,13012991,chr20,utg000003l,unique
54679753,54812034,6095870,5966549,64444167,13012991,chr20,utg000003l,unique
54818628,54869948,5960115,5909883,64444167,13012991,chr20,utg000003l,unique
54876492,55145311,5903495,5640735,64444167,13012991,chr20,utg000003l,unique
55145312,55251363,5640455,5536743,64444167,13012991,chr20,utg000003l,unique
55253220,55275905,5534968,5512890,64444167,13012991,chr20,utg000003l,unique
55279442,55416785,5509429,5375026,64444167,13012991,chr20,utg000003l,unique
55454661,55497640,5341274,5299251,64444167,13012991,chr20,utg000003l,unique
55497969,55532982,5299251,5264971,64444167,13012991,chr20,utg000003l,unique
55533147,55586339,5264971,5212902,64444167,13012991,chr20,utg000003l,unique
55586339,55625429,5212757,5174400,64444167,13012991,chr20,utg000003l,unique
55625431,55831687,5174117,4972528,64444167,13012991,chr20,utg000003l,unique
55831687,55859699,4972390,4945084,64444167,13012991,chr20,utg000003l,unique
55865544,55945748,4939368,4860786,64444167,13012991,chr20,utg000003l,unique
55945748,56070124,4860666,4739396,64444167,13012991,chr20,utg000003l,unique
56079376,56209916,4731529,4604035,64444167,13012991,chr20,utg000003l,unique
56223573,56281848,4590802,4534040,64444167,13012991,chr20,utg000003l,unique
56288083,56340094,4526875,4476235,64444167,13012991,chr20,utg000003l,unique
56348996,56405682,4467623,4412528,64444167,13012991,chr20,utg000003l,unique
56411876,56435671,4406546,4383369,64444167,13012991,chr20,utg000003l,unique
56436633,56578365,4382459,4245768,64444167,13012991,chr20,utg000003l,unique
56585921,56598200,4238678,4226837,64444167,13012991,chr20,utg000003l,unique
56601759,56622446,4223367,4203479,64444167,13012991,chr20,utg000003l,unique
56712371,56777387,4116979,4053896,64444167,13012991,chr20,utg000003l,unique
56797853,56803708,4034152,4028500,64444167,13012991,chr20,utg000003l,unique
56828269,56859992,4004929,3974065,64444167,13012991,chr20,utg000003l,unique
56882721,56895728,3953290,3940684,64444167,13012991,chr20,utg000003l,unique
56902845,56943811,3933733,3893994,64444167,13012991,chr20,utg000003l,unique
56952338,57062103,3885865,3779352,64444167,13012991,chr20,utg000003l,unique
57097796,57117561,3745058,3725869,64444167,13012991,chr20,utg000003l,unique
57121080,57166384,3722582,3678451,64444167,13012991,chr20,utg000003l,unique
57198103,57211304,3647831,3635024,64444167,13012991,chr20,utg000003l,unique
57230847,57392176,3616361,3459439,64444167,13012991,chr20,utg000003l,unique
57419646,57440572,3433114,3413028,64444167,13012991,chr20,utg000003l,unique
57466859,57503892,3388148,3352246,64444167,13012991,chr20,utg000003l,unique
57505554,57524834,3351783,3333041,64444167,13012991,chr20,utg000003l,unique
57564149,57584856,3295266,3275253,64444167,13012991,chr20,utg000003l,unique
57596974,57628824,3263562,3232908,64444167,13012991,chr20,utg000003l,unique
57629297,57654879,3232510,3207673,64444167,13012991,chr20,utg000003l,unique
57661290,57672387,3201655,3190997,64444167,13012991,chr20,utg000003l,unique
57673893,57685290,3190487,3179454,64444167,13012991,chr20,utg000003l,unique
57716101,57737899,3149854,3128710,64444167,13012991,chr20,utg000003l,unique
57762908,57826373,3104569,3042940,64444167,13012991,chr20,utg000003l,unique
57846965,57874694,3023048,2996059,64444167,13012991,chr20,utg000003l,unique
57906544,57927135,2965423,2945489,64444167,13012991,chr20,utg000003l,unique
57928954,57965965,2943720,2907653,64444167,13012991,chr20,utg000003l,unique
57979514,58011466,2894446,2863371,64444167,13012991,chr20,utg000003l,unique
58019181,58105211,2855892,2772136,64444167,13012991,chr20,utg000003l,unique
58113304,58196577,2764304,2683552,64444167,13012991,chr20,utg000003l,unique
58230846,58288212,2648802,2593106,64444167,13012991,chr20,utg000003l,unique
58291118,58311993,2590267,2570050,64444167,13012991,chr20,utg000003l,unique
58312497,58391949,2569602,2492500,64444167,13012991,chr20,utg000003l,unique
58397011,58413767,2487590,2471334,64444167,13012991,chr20,utg000003l,unique
58416462,58463290,2467668,2422170,64444167,13012991,chr20,utg000003l,unique
58467468,58488158,2418182,2398181,64444167,13012991,chr20,utg000003l,unique
58522887,58542334,2363731,2344772,64444167,13012991,chr20,utg000003l,unique
58545018,58570945,2342302,2317288,64444167,13012991,chr20,utg000003l,unique
58590278,58615809,2298679,2273850,64444167,13012991,chr20,utg000003l,unique
58643974,58683896,2246886,2208123,64444167,13012991,chr20,utg000003l,unique
58725732,58770174,2167933,2124890,64444167,13012991,chr20,utg000003l,unique
58830130,58840141,2066449,2056734,64444167,13012991,chr20,utg000003l,unique
58841020,58861549,2055913,2036148,64444167,13012991,chr20,utg000003l,unique
58863861,58968187,2033956,1933160,64444167,13012991,chr20,utg000003l,unique
59018067,59113520,1885502,1792519,64444167,13012991,chr20,utg000003l,unique
59132959,59148294,1773473,1758551,64444167,13012991,chr20,utg000003l,unique
59148720,59180107,1758175,1727695,64444167,13012991,chr20,utg000003l,unique
59180265,59213826,1727540,1695042,64444167,13012991,chr20,utg000003l,unique
59215851,59263366,1693062,1646964,64444167,13012991,chr20,utg000003l,unique
59268957,59335470,1641507,1576847,64444167,13012991,chr20,utg000003l,unique
59337508,59355904,1574873,1557090,64444167,13012991,chr20,utg000003l,unique
59356299,59384480,1556758,1529402,64444167,13012991,chr20,utg000003l,unique
59398378,59429588,1516258,1486141,64444167,13012991,chr20,utg000003l,unique
59465042,59508210,1451921,1409944,64444167,13012991,chr20,utg000003l,unique
59516219,59552968,1402208,1366332,64444167,13012991,chr20,utg000003l,unique
59614954,59649183,1306410,1273114,64444167,13012991,chr20,utg000003l,unique
59659475,59738171,1263071,1186489,64444167,13012991,chr20,utg000003l,unique
59752445,59821989,1172729,1105108,64444167,13012991,chr20,utg000003l,unique
59831435,59854336,1096026,1073667,64444167,13012991,chr20,utg000003l,unique
59858844,59953972,1071162,978382,64444167,13012991,chr20,utg000003l,unique
59954255,60005944,978184,928099,64444167,13012991,chr20,utg000003l,unique
60021374,60048756,913255,886742,64444167,13012991,chr20,utg000003l,unique
60055828,60087841,879838,848506,64444167,13012991,chr20,utg000003l,unique
60087935,60190636,848506,748205,64444167,13012991,chr20,utg000003l,unique
60198564,60261138,740454,679512,64444167,13012991,chr20,utg000003l,unique
60268403,60314840,672460,627254,64444167,13012991,chr20,utg000003l,unique
60316041,60439084,625214,505135,64444167,13012991,chr20,utg000003l,unique
60445526,60600290,498882,347680,64444167,13012991,chr20,utg000003l,unique
60600886,60762927,347058,188934,64444167,13012991,chr20,utg000003l,unique
60764329,60956667,187384,2,64444167,13012991,chr20,utg000003l,unique
3555106,3621830,12991,77960,64444167,5563662,chr20,utg000004l,unique
3630960,3660824,86803,115746,64444167,5563662,chr20,utg000004l,unique
3700144,3714990,153357,167705,64444167,5563662,chr20,utg000004l,unique
3751477,3766381,202431,216705,64444167,5563662,chr20,utg000004l,unique
3818294,3831646,266222,279004,64444167,5563662,chr20,utg000004l,unique
3898288,3982103,342021,423143,64444167,5563662,chr20,utg000004l,unique
4040534,4102199,479758,539667,64444167,5563662,chr20,utg000004l,unique
4131618,4152529,569716,589915,64444167,5563662,chr20,utg000004l,unique
4183393,4197785,619336,633227,64444167,5563662,chr20,utg000004l,unique
4213162,4224712,647994,659115,64444167,5563662,chr20,utg000004l,unique
4229229,4246343,663540,680089,64444167,5563662,chr20,utg000004l,unique
4250050,4265616,681590,696647,64444167,5563662,chr20,utg000004l,unique
4268855,4309742,699752,739544,64444167,5563662,chr20,utg000004l,unique
4316662,4388743,746142,816452,64444167,5563662,chr20,utg000004l,unique
4391750,4412656,819356,839786,64444167,5563662,chr20,utg000004l,unique
4413352,4437421,840465,863769,64444167,5563662,chr20,utg000004l,unique
4446669,4482149,877290,911913,64444167,5563662,chr20,utg000004l,unique
4482617,4707205,912375,1131464,64444167,5563662,chr20,utg000004l,unique
4716857,4788648,1140787,1210549,64444167,5563662,chr20,utg000004l,unique
4819970,4844880,1240955,1265133,64444167,5563662,chr20,utg000004l,unique
4876886,4897473,1296186,1316189,64444167,5563662,chr20,utg000004l,unique
4905649,4938559,1324104,1356106,64444167,5563662,chr20,utg000004l,unique
4939647,4973417,1357173,1389895,64444167,5563662,chr20,utg000004l,unique
4975691,4996229,1392097,1411895,64444167,5563662,chr20,utg000004l,unique
5040484,5077619,1454375,1490269,64444167,5563662,chr20,utg000004l,unique
5077754,5087940,1490269,1500037,64444167,5563662,chr20,utg000004l,unique
5089481,5268744,1501459,1675669,64444167,5563662,chr20,utg000004l,unique
5274609,5379727,1681358,1784144,64444167,5563662,chr20,utg000004l,unique
5381676,5453038,1785962,1855599,64444167,5563662,chr20,utg000004l,unique
5471898,5581819,1873313,1980244,64444167,5563662,chr20,utg000004l,unique
5582215,5613672,1980562,2011123,64444167,5563662,chr20,utg000004l,unique
5621080,5637146,2018230,2033631,64444167,5563662,chr20,utg000004l,unique
5652742,5699602,2048646,2094022,64444167,5563662,chr20,utg000004l,unique
5725586,5744704,2118913,2137372,64444167,5563662,chr20,utg000004l,unique
