ref_start,ref_end,query_start,query_end,ref_length,query_length,ref,query,tag
6614599,6625918,1507510,1518510,64444167,12314368,chr20,tig00000001,unique
6626493,6665183,1518916,1556385,64444167,12314368,chr20,tig00000001,unique
6667396,6682871,1558255,1573323,64444167,12314368,chr20,tig00000001,unique
6683013,6686842,1573323,1577070,64444167,12314368,chr20,tig00000001,unique
6699645,6737194,1588845,1625242,64444167,12314368,chr20,tig00000001,unique
6740548,6748400,1628111,1635684,64444167,12314368,chr20,tig00000001,unique
6758940,6765063,1645520,1651548,64444167,12314368,chr20,tig00000001,unique
6766620,6814486,1652606,1698726,64444167,12314368,chr20,tig00000001,unique
6815538,6826589,1699680,1710303,64444167,12314368,chr20,tig00000001,unique
6834409,6843303,1717878,1726474,64444167,12314368,chr20,tig00000001,unique
6851683,6854732,1734373,1737314,64444167,12314368,chr20,tig00000001,unique
6860368,6874638,1742473,1756362,64444167,12314368,chr20,tig00000001,unique
6887291,6898237,1767723,1778245,64444167,12314368,chr20,tig00000001,unique
6932765,6947684,1811389,1825776,64444167,12314368,chr20,tig00000001,unique
6947832,6975434,1825803,1852644,64444167,12314368,chr20,tig00000001,unique
6979513,7006693,1856479,1882864,64444167,12314368,chr20,tig00000001,unique
7006847,7039250,1882931,1914306,64444167,12314368,chr20,tig00000001,unique
7045921,7065273,1920705,1939617,64444167,12314368,chr20,tig00000001,unique
7077105,7097974,1950844,1971072,64444167,12314368,chr20,tig00000001,unique
7124693,7150771,1996624,2021866,64444167,12314368,chr20,tig00000001,unique
7150863,7158315,2021866,2029020,64444167,12314368,chr20,tig00000001,unique
7159261,7220818,2029278,2089225,64444167,12314368,chr20,tig00000001,unique
7220986,7225375,2089331,2093572,64444167,12314368,chr20,tig00000001,unique
7225623,7289230,2093659,2155406,64444167,12314368,chr20,tig00000001,unique
7304241,7346937,2169441,2210933,64444167,12314368,chr20,tig00000001,unique
7347087,7368890,2211005,2232110,64444167,12314368,chr20,tig00000001,unique
7375635,7383100,2238429,2245705,64444167,12314368,chr20,tig00000001,unique
7383100,7435685,2246185,2297246,64444167,12314368,chr20,tig00000001,unique
7435685,7469984,2297481,2330765,64444167,12314368,chr20,tig00000001,unique
7478385,7533932,2338881,2392506,64444167,12314368,chr20,tig00000001,unique
7548518,7558043,2406589,2415853,64444167,12314368,chr20,tig00000001,unique
7570786,7594275,2428117,2450995,64444167,12314368,chr20,tig00000001,unique
7595283,7625082,2451665,2480603,64444167,12314368,chr20,tig00000001,unique
7626290,7630424,2481446,2485465,64444167,12314368,chr20,tig00000001,unique
7646172,7719010,2500801,2571423,64444167,12314368,chr20,tig00000001,unique
7722655,7729091,2575104,2581366,64444167,12314368,chr20,tig00000001,unique
7731763,7769466,2583812,2620512,64444167,12314368,chr20,tig00000001,unique
7771424,7777023,2622591,2628026,64444167,12314368,chr20,tig00000001,unique
7777264,7785297,2628026,2635784,64444167,12314368,chr20,tig00000001,unique
7792624,7802640,2642672,2652450,64444167,12314368,chr20,tig00000001,unique
7803109,7829414,2652892,2678454,64444167,12314368,chr20,tig00000001,unique
7829712,7866417,2678539,2714142,64444167,12314368,chr20,tig00000001,unique
7870049,7878344,2717646,2725662,64444167,12314368,chr20,tig00000001,unique
7878624,7885190,2725726,2732052,64444167,12314368,chr20,tig00000001,unique
7888434,7926454,2735102,2771998,64444167,12314368,chr20,tig00000001,unique
7928045,7945474,2773449,2790323,64444167,12314368,chr20,tig00000001,unique
7950397,8018390,2794937,2860252,64444167,12314368,chr20,tig00000001,unique
8018528,8025090,2860252,2866595,64444167,12314368,chr20,tig00000001,unique
8029188,8059187,2870076,2899036,64444167,12314368,chr20,tig00000001,unique
8063332,8089475,2903047,2928454,64444167,12314368,chr20,tig00000001,unique
8089936,8100929,2928540,2939161,64444167,12314368,chr20,tig00000001,unique
8105789,8123231,2943794,2960774,64444167,12314368,chr20,tig00000001,unique
8160800,8174491,2996739,3010041,64444167,12314368,chr20,tig00000001,unique
8190825,8210088,3025520,3044077,64444167,12314368,chr20,tig00000001,unique
8210225,8232316,3044152,3065653,64444167,12314368,chr20,tig00000001,unique
8253318,8301031,3085969,3132095,64444167,12314368,chr20,tig00000001,unique
8301171,8304973,3132095,3135803,64444167,12314368,chr20,tig00000001,unique
8304973,8327251,3135922,3157422,64444167,12314368,chr20,tig00000001,unique
8328987,8343876,3159151,3173624,64444167,12314368,chr20,tig00000001,unique
8372563,8416663,3201157,3243812,64444167,12314368,chr20,tig00000001,unique
8417100,8426907,3244126,3253647,64444167,12314368,chr20,tig00000001,unique
8433810,8447026,3259683,3272522,64444167,12314368,chr20,tig00000001,unique
8448644,8459456,3274066,3284532,64444167,12314368,chr20,tig00000001,unique
8473805,8493922,3297897,3317260,64444167,12314368,chr20,tig00000001,unique
8494153,8523413,3317260,3345520,64444167,12314368,chr20,tig00000001,unique
8524893,8535588,3346953,3357299,64444167,12314368,chr20,tig00000001,unique
8535741,8550915,3357356,3372004,64444167,12314368,chr20,tig00000001,unique
8551572,8559849,3372575,3380584,64444167,12314368,chr20,tig00000001,unique
8560282,8615750,3380691,3434466,64444167,12314368,chr20,tig00000001,unique
8616055,8629044,3434642,3447160,64444167,12314368,chr20,tig00000001,unique
8632609,8643322,3450442,3460786,64444167,12314368,chr20,tig00000001,unique
8655902,8662638,3471726,3478284,64444167,12314368,chr20,tig00000001,unique
8662642,8680628,3478978,3496531,64444167,12314368,chr20,tig00000001,unique
8698790,8738713,3514196,3552600,64444167,12314368,chr20,tig00000001,unique
8749024,8769775,3562603,3582693,64444167,12314368,chr20,tig00000001,unique
8781423,8786616,3593743,3598809,64444167,12314368,chr20,tig00000001,unique
8787556,8845761,3599835,3656143,64444167,12314368,chr20,tig00000001,unique
8860362,8871578,3670175,3681060,64444167,12314368,chr20,tig00000001,unique
8891607,8897986,3700118,3706271,64444167,12314368,chr20,tig00000001,unique
8897986,8922209,3706841,3730223,64444167,12314368,chr20,tig00000001,unique
8922211,8943101,3730225,3750431,64444167,12314368,chr20,tig00000001,unique
8943025,8959230,3750430,3766199,64444167,12314368,chr20,tig00000001,unique
8965094,8979002,3771782,3785294,64444167,12314368,chr20,tig00000001,unique
8987458,9015463,3793176,3820362,64444167,12314368,chr20,tig00000001,unique
9016693,9089422,3821593,3891650,64444167,12314368,chr20,tig00000001,unique
9089934,9108852,3891694,3909948,64444167,12314368,chr20,tig00000001,unique
9132945,9154638,3932703,3953773,64444167,12314368,chr20,tig00000001,unique
9154867,9186017,3953904,3984169,64444167,12314368,chr20,tig00000001,unique
9188477,9211064,3986896,4008776,64444167,12314368,chr20,tig00000001,unique
9222269,9248282,4019186,4044286,64444167,12314368,chr20,tig00000001,unique
9248288,9265861,4044513,4061582,64444167,12314368,chr20,tig00000001,unique
9266463,9293150,4061808,4087868,64444167,12314368,chr20,tig00000001,unique
9320802,9371857,4114287,4163810,64444167,12314368,chr20,tig00000001,unique
9372758,9388368,4164727,4179864,64444167,12314368,chr20,tig00000001,unique
9388572,9397508,4179870,4188620,64444167,12314368,chr20,tig00000001,unique
9397731,9418379,4188629,4208700,64444167,12314368,chr20,tig00000001,unique
9420792,9469012,4210707,4257460,64444167,12314368,chr20,tig00000001,unique
9474342,9519509,4263238,4307063,64444167,12314368,chr20,tig00000001,unique
9520617,9530625,4308020,4317683,64444167,12314368,chr20,tig00000001,unique
9531127,9543264,4317879,4329665,64444167,12314368,chr20,tig00000001,unique
9545640,9605442,4331733,4389974,64444167,12314368,chr20,tig00000001,unique
9609548,9641491,4393983,4424891,64444167,12314368,chr20,tig00000001,unique
9641670,9766497,4424964,4546105,64444167,12314368,chr20,tig00000001,unique
9769058,9778328,4548588,4557599,64444167,12314368,chr20,tig00000001,unique
9778544,9809016,4557603,4587250,64444167,12314368,chr20,tig00000001,unique
9811427,9856040,4589403,4632607,64444167,12314368,chr20,tig00000001,unique
9858779,9881272,4635296,4656893,64444167,12314368,chr20,tig00000001,unique
9882292,9951624,4657773,4725149,64444167,12314368,chr20,tig00000001,unique
9956319,9968790,4728570,4740640,64444167,12314368,chr20,tig00000001,unique
9973950,9989838,4745994,4761413,64444167,12314368,chr20,tig00000001,unique
9995929,10029196,4767021,4799404,64444167,12314368,chr20,tig00000001,unique
10056292,10075549,4825267,4843949,64444167,12314368,chr20,tig00000001,unique
10075885,10118071,4843985,4884501,64444167,12314368,chr20,tig00000001,unique
10118494,10149623,4884845,4915005,64444167,12314368,chr20,tig00000001,unique
10156624,10186318,4921391,4950381,64444167,12314368,chr20,tig00000001,unique
10189262,10197642,4952385,4960497,64444167,12314368,chr20,tig00000001,unique
10197790,10230544,4960530,4992183,64444167,12314368,chr20,tig00000001,unique
10231540,10256227,4992182,5016300,64444167,12314368,chr20,tig00000001,unique
10273412,10295543,5032733,5054224,64444167,12314368,chr20,tig00000001,unique
10301240,10317872,5059729,5075857,64444167,12314368,chr20,tig00000001,unique
10323922,10347292,5081534,5104191,64444167,12314368,chr20,tig00000001,unique
10347665,10432000,5104191,5185670,64444167,12314368,chr20,tig00000001,unique
10469048,10487869,5221225,5239461,64444167,12314368,chr20,tig00000001,unique
10489224,10518428,5240760,5268791,64444167,12314368,chr20,tig00000001,unique
10543168,10557959,5292229,5306497,64444167,12314368,chr20,tig00000001,unique
10563503,10577779,5311507,5325356,64444167,12314368,chr20,tig00000001,unique
10622204,10637921,5368080,5383191,64444167,12314368,chr20,tig00000001,unique
10669584,10690113,5412907,5432734,64444167,12314368,chr20,tig00000001,unique
10692398,10752641,5434702,5493009,64444167,12314368,chr20,tig00000001,unique
10762861,10779549,5502457,5518680,64444167,12314368,chr20,tig00000001,unique
10780162,10785727,5518680,5524024,64444167,12314368,chr20,tig00000001,unique
10809810,10826646,5547528,5563948,64444167,12314368,chr20,tig00000001,unique
10827159,10865930,5564004,5601584,64444167,12314368,chr20,tig00000001,unique
10871241,10915346,5606202,5649027,64444167,12314368,chr20,tig00000001,unique
10923492,11009493,5657301,5741089,64444167,12314368,chr20,tig00000001,unique
11009503,11012069,5741476,5743986,64444167,12314368,chr20,tig00000001,unique
11012472,11024417,5744120,5755702,64444167,12314368,chr20,tig00000001,unique
11025211,11055546,5756467,5785997,64444167,12314368,chr20,tig00000001,unique
11076345,11103998,5805941,5832625,64444167,12314368,chr20,tig00000001,unique
11113779,11138878,5841889,5866228,64444167,12314368,chr20,tig00000001,unique
11153525,11174629,5880193,5900827,64444167,12314368,chr20,tig00000001,unique
11179543,11183819,5905001,5909183,64444167,12314368,chr20,tig00000001,unique
11183891,11203905,5909199,5928602,64444167,12314368,chr20,tig00000001,unique
11204100,11240462,5928667,5964061,64444167,12314368,chr20,tig00000001,unique
11242947,11256600,5966374,5979629,64444167,12314368,chr20,tig00000001,unique
11264133,11300897,5986891,6022426,64444167,12314368,chr20,tig00000001,unique
11300936,11317813,6022573,6039059,64444167,12314368,chr20,tig00000001,unique
11319572,11371151,6040702,6090677,64444167,12314368,chr20,tig00000001,unique
11371151,11396844,6090787,6115767,64444167,12314368,chr20,tig00000001,unique
11403686,11434237,6122386,6151932,64444167,12314368,chr20,tig00000001,unique
11451343,11472158,6168554,6188776,64444167,12314368,chr20,tig00000001,unique
11478042,11489852,6193666,6205185,64444167,12314368,chr20,tig00000001,unique
11496735,11506083,6212295,6221399,64444167,12314368,chr20,tig00000001,unique
11515507,11534211,6230110,6248202,64444167,12314368,chr20,tig00000001,unique
11550414,11612628,6263346,6323784,64444167,12314368,chr20,tig00000001,unique
11614587,11636850,6325232,6346726,64444167,12314368,chr20,tig00000001,unique
11637731,11655067,6347628,6364463,64444167,12314368,chr20,tig00000001,unique
11664115,11695110,6372599,6402668,64444167,12314368,chr20,tig00000001,unique
11695461,11706281,6402763,6413152,64444167,12314368,chr20,tig00000001,unique
11708494,11722061,6415265,6428373,64444167,12314368,chr20,tig00000001,unique
11722320,11784105,6428482,6488361,64444167,12314368,chr20,tig00000001,unique
11785556,11799690,6489557,6503302,64444167,12314368,chr20,tig00000001,unique
11806904,11816929,6509855,6519575,64444167,12314368,chr20,tig00000001,unique
11820447,11852825,6522959,6554259,64444167,12314368,chr20,tig00000001,unique
11863052,11891321,6563798,6591338,64444167,12314368,chr20,tig00000001,unique
11894547,11953646,6594367,6651775,64444167,12314368,chr20,tig00000001,unique
11954951,11984240,6653024,6681396,64444167,12314368,chr20,tig00000001,unique
11985566,12034809,6682601,6730267,64444167,12314368,chr20,tig00000001,unique
12043991,12056270,6739087,6750795,64444167,12314368,chr20,tig00000001,unique
12056422,12095976,6750804,6789284,64444167,12314368,chr20,tig00000001,unique
12096228,12264037,6789352,6952082,64444167,12314368,chr20,tig00000001,unique
12268017,12304377,6955567,6990822,64444167,12314368,chr20,tig00000001,unique
12310691,12347824,6996680,7032518,64444167,12314368,chr20,tig00000001,unique
12355615,12379064,7040078,7062797,64444167,12314368,chr20,tig00000001,unique
12379074,12395516,7062946,7078937,64444167,12314368,chr20,tig00000001,unique
12398899,12409497,7081952,7092323,64444167,12314368,chr20,tig00000001,unique
12409884,12437749,7092406,7119495,64444167,12314368,chr20,tig00000001,unique
12453350,12461964,7134897,7143222,64444167,12314368,chr20,tig00000001,unique
12461964,12486951,7143536,7167666,64444167,12314368,chr20,tig00000001,unique
12499790,12521704,7179929,7201329,64444167,12314368,chr20,tig00000001,unique
12521824,12547222,7201338,7225906,64444167,12314368,chr20,tig00000001,unique
12558666,12561785,7236967,7239976,64444167,12314368,chr20,tig00000001,unique
12566466,12592658,7244865,7270252,64444167,12314368,chr20,tig00000001,unique
12594595,12603015,7272021,7280222,64444167,12314368,chr20,tig00000001,unique
12603181,12610040,7280267,7286931,64444167,12314368,chr20,tig00000001,unique
12616001,12662031,7292799,7337497,64444167,12314368,chr20,tig00000001,unique
12668515,12750620,7343733,7423569,64444167,12314368,chr20,tig00000001,unique
12761985,12797408,7434193,7468689,64444167,12314368,chr20,tig00000001,unique
12797718,12818085,7468921,7488615,64444167,12314368,chr20,tig00000001,unique
12818185,12844034,7488616,7513524,64444167,12314368,chr20,tig00000001,unique
12853775,12916526,7523067,7584063,64444167,12314368,chr20,tig00000001,unique
12917227,12931269,7584225,7597854,64444167,12314368,chr20,tig00000001,unique
12942625,12980587,7608823,7645802,64444167,12314368,chr20,tig00000001,unique
12985941,13021474,7650926,7685429,64444167,12314368,chr20,tig00000001,unique
13024445,13047040,7688451,7710386,64444167,12314368,chr20,tig00000001,unique
13048632,13066160,7711948,7728927,64444167,12314368,chr20,tig00000001,unique
13079133,13101677,7741494,7763386,64444167,12314368,chr20,tig00000001,unique
13102517,13113694,7763677,7774340,64444167,12314368,chr20,tig00000001,unique
13114856,13143592,7775466,7803380,64444167,12314368,chr20,tig00000001,unique
13143886,13156817,7803478,7816065,64444167,12314368,chr20,tig00000001,unique
13163917,13212549,7822800,7869989,64444167,12314368,chr20,tig00000001,unique
13218135,13251939,7875161,7907780,64444167,12314368,chr20,tig00000001,unique
13268517,13289083,7923579,7943564,64444167,12314368,chr20,tig00000001,unique
13296116,13369959,7949978,8021552,64444167,12314368,chr20,tig00000001,unique
13370534,13378518,8022037,8029749,64444167,12314368,chr20,tig00000001,unique
13379061,13437169,8029889,8086203,64444167,12314368,chr20,tig00000001,unique
13443099,13487111,8091821,8134498,64444167,12314368,chr20,tig00000001,unique
13487328,13496818,8134602,8143817,64444167,12314368,chr20,tig00000001,unique
13497259,13507138,8144102,8153487,64444167,12314368,chr20,tig00000001,unique
13507193,13562946,8153660,8207725,64444167,12314368,chr20,tig00000001,unique
13599818,13611236,8242794,8253743,64444167,12314368,chr20,tig00000001,unique
13611756,13632554,8254026,8274049,64444167,12314368,chr20,tig00000001,unique
13665801,13678067,8305925,8317625,64444167,12314368,chr20,tig00000001,unique
13680244,13721126,8319612,8359004,64444167,12314368,chr20,tig00000001,unique
13723499,13736207,8361573,8373893,64444167,12314368,chr20,tig00000001,unique
13736401,13742284,8373924,8379609,64444167,12314368,chr20,tig00000001,unique
13775405,13789793,8411269,8425205,64444167,12314368,chr20,tig00000001,unique
13804874,13835033,8439453,8468662,64444167,12314368,chr20,tig00000001,unique
13848308,13874205,8481338,8506211,64444167,12314368,chr20,tig00000001,unique
13881741,13908844,8513459,8539598,64444167,12314368,chr20,tig00000001,unique
13909048,13925708,8539663,8555734,64444167,12314368,chr20,tig00000001,unique
13934323,13951618,8564388,8580928,64444167,12314368,chr20,tig00000001,unique
13963434,14000583,8596784,8632453,64444167,12314368,chr20,tig00000001,unique
14005273,14029565,8636918,8660498,64444167,12314368,chr20,tig00000001,unique
14055521,14084038,8684812,8712402,64444167,12314368,chr20,tig00000001,unique
14084195,14112076,8712515,8739514,64444167,12314368,chr20,tig00000001,unique
14115508,14129313,8742685,8756136,64444167,12314368,chr20,tig00000001,unique
14161371,14183729,8786902,8808538,64444167,12314368,chr20,tig00000001,unique
14184093,14231228,8808595,8854142,64444167,12314368,chr20,tig00000001,unique
14231417,14240497,8854209,8862997,64444167,12314368,chr20,tig00000001,unique
14240873,14249943,8863199,8872014,64444167,12314368,chr20,tig00000001,unique
14250171,14273059,8872081,8894261,64444167,12314368,chr20,tig00000001,unique
14274535,14296632,8895634,8917069,64444167,12314368,chr20,tig00000001,unique
14298735,14305404,8918936,8925397,64444167,12314368,chr20,tig00000001,unique
14326498,14365681,8945472,8983580,64444167,12314368,chr20,tig00000001,unique
14367649,14406187,8985484,9022787,64444167,12314368,chr20,tig00000001,unique
14408318,14439216,9024855,9054836,64444167,12314368,chr20,tig00000001,unique
14439266,14462009,9054854,9076865,64444167,12314368,chr20,tig00000001,unique
14466234,14520006,9080881,9133094,64444167,12314368,chr20,tig00000001,unique
14520332,14548436,9133154,9160461,64444167,12314368,chr20,tig00000001,unique
14548760,14571260,9160465,9182323,64444167,12314368,chr20,tig00000001,unique
14583341,14618937,9193700,9228440,64444167,12314368,chr20,tig00000001,unique
14619109,14676452,9228503,9284321,64444167,12314368,chr20,tig00000001,unique
14676852,14680015,9284362,9287458,64444167,12314368,chr20,tig00000001,unique
14680287,14700067,9287476,9306780,64444167,12314368,chr20,tig00000001,unique
14702657,14736841,9309109,9342168,64444167,12314368,chr20,tig00000001,unique
14743617,14800115,9348252,9403041,64444167,12314368,chr20,tig00000001,unique
14802778,14862716,9405604,9463420,64444167,12314368,chr20,tig00000001,unique
14863852,14869327,9464681,9470040,64444167,12314368,chr20,tig00000001,unique
14870752,14914761,9471418,9514236,64444167,12314368,chr20,tig00000001,unique
14919157,14931839,9518353,9530644,64444167,12314368,chr20,tig00000001,unique
14948764,14978928,9546806,9576066,64444167,12314368,chr20,tig00000001,unique
14979725,14988183,9576076,9584314,64444167,12314368,chr20,tig00000001,unique
14989743,15019622,9586057,9614953,64444167,12314368,chr20,tig00000001,unique
15025940,15030750,9620789,9625465,64444167,12314368,chr20,tig00000001,unique
15036784,15049250,9631255,9643396,64444167,12314368,chr20,tig00000001,unique
15055747,15086862,9649478,9679616,64444167,12314368,chr20,tig00000001,unique
15089157,15105876,9681641,9697754,64444167,12314368,chr20,tig00000001,unique
15107007,15134288,9699111,9725326,64444167,12314368,chr20,tig00000001,unique
15163833,15200657,9753898,9789532,64444167,12314368,chr20,tig00000001,unique
15215281,15229708,9803607,9817596,64444167,12314368,chr20,tig00000001,unique
15234045,15334991,9821769,9919927,64444167,12314368,chr20,tig00000001,unique
15335188,15353973,9919937,9938175,64444167,12314368,chr20,tig00000001,unique
15367772,15385840,9951311,9968824,64444167,12314368,chr20,tig00000001,unique
15392801,15417402,9975022,9998966,64444167,12314368,chr20,tig00000001,unique
15417643,15433315,9999214,10014351,64444167,12314368,chr20,tig00000001,unique
15433813,15438809,10014481,10019267,64444167,12314368,chr20,tig00000001,unique
15445712,15454656,10026042,10034665,64444167,12314368,chr20,tig00000001,unique
15454832,15474465,10034676,10053764,64444167,12314368,chr20,tig00000001,unique
15474675,15490094,10053765,10068691,64444167,12314368,chr20,tig00000001,unique
15490617,15577614,10068750,10153162,64444167,12314368,chr20,tig00000001,unique
15591010,15610490,10166117,10185066,64444167,12314368,chr20,tig00000001,unique
15610710,15649049,10185087,10222251,64444167,12314368,chr20,tig00000001,unique
15650739,15680330,10223724,10252406,64444167,12314368,chr20,tig00000001,unique
15680665,15715290,10252406,10285934,64444167,12314368,chr20,tig00000001,unique
15716105,15729557,10285952,10299073,64444167,12314368,chr20,tig00000001,unique
15731756,15765556,10300400,10333046,64444167,12314368,chr20,tig00000001,unique
15781044,15798555,10347512,10364559,64444167,12314368,chr20,tig00000001,unique
15817666,15870559,10383082,10434535,64444167,12314368,chr20,tig00000001,unique
15879462,15891950,10442594,10454767,64444167,12314368,chr20,tig00000001,unique
15928614,15982820,10490045,10542567,64444167,12314368,chr20,tig00000001,unique
15985941,16021062,10545278,10579298,64444167,12314368,chr20,tig00000001,unique
16058806,16074255,10615598,10630618,64444167,12314368,chr20,tig00000001,unique
16078313,16089937,10634515,10645769,64444167,12314368,chr20,tig00000001,unique
16094659,16117046,10650388,10672146,64444167,12314368,chr20,tig00000001,unique
16123184,16134630,10678085,10689216,64444167,12314368,chr20,tig00000001,unique
16136380,16143722,10690912,10697971,64444167,12314368,chr20,tig00000001,unique
16144152,16178433,10697971,10731190,64444167,12314368,chr20,tig00000001,unique
16178720,16209536,10731232,10761093,64444167,12314368,chr20,tig00000001,unique
16241374,16256481,10791136,10805673,64444167,12314368,chr20,tig00000001,unique
16259071,16270154,10808696,10819308,64444167,12314368,chr20,tig00000001,unique
16270495,16288937,10819447,10837225,64444167,12314368,chr20,tig00000001,unique
16297284,16338160,10845226,10884900,64444167,12314368,chr20,tig00000001,unique
16357477,16368456,10903894,10914563,64444167,12314368,chr20,tig00000001,unique
16368551,16394216,10914569,10939425,64444167,12314368,chr20,tig00000001,unique
16394383,16423125,10939517,10967414,64444167,12314368,chr20,tig00000001,unique
16423337,16443476,10967482,10986989,64444167,12314368,chr20,tig00000001,unique
16468666,16484474,11011182,11026448,64444167,12314368,chr20,tig00000001,unique
16484876,16508375,11026491,11049223,64444167,12314368,chr20,tig00000001,unique
16556426,16572262,11095114,11110309,64444167,12314368,chr20,tig00000001,unique
16602401,16661409,11138549,11195686,64444167,12314368,chr20,tig00000001,unique
16674736,16694726,11208401,11227817,64444167,12314368,chr20,tig00000001,unique
16697243,16734331,11230055,11266074,64444167,12314368,chr20,tig00000001,unique
16750984,16793106,11282173,11323161,64444167,12314368,chr20,tig00000001,unique
16794218,16846319,11324170,11374745,64444167,12314368,chr20,tig00000001,unique
16849238,16886007,11377493,11412997,64444167,12314368,chr20,tig00000001,unique
16894090,16925250,11421161,11451438,64444167,12314368,chr20,tig00000001,unique
16925369,16975827,11451492,11500574,64444167,12314368,chr20,tig00000001,unique
16976000,17022716,11500574,11545732,64444167,12314368,chr20,tig00000001,unique
17028701,17067693,11551155,11588896,64444167,12314368,chr20,tig00000001,unique
17069538,17089012,11590617,11609402,64444167,12314368,chr20,tig00000001,unique
17092928,17109761,11612900,11629345,64444167,12314368,chr20,tig00000001,unique
17129571,17197205,11647832,11713583,64444167,12314368,chr20,tig00000001,unique
17200469,17217372,11716796,11733203,64444167,12314368,chr20,tig00000001,unique
17221498,17315743,11737102,11828702,64444167,12314368,chr20,tig00000001,unique
17331190,17343604,11843500,11855478,64444167,12314368,chr20,tig00000001,unique
17356365,17416761,11867540,11926387,64444167,12314368,chr20,tig00000001,unique
17417443,17460885,11926989,11968985,64444167,12314368,chr20,tig00000001,unique
17479387,17493925,11986766,12000796,64444167,12314368,chr20,tig00000001,unique
17504970,17514246,12011029,12020000,64444167,12314368,chr20,tig00000001,unique
17514392,17524024,12020000,12029400,64444167,12314368,chr20,tig00000001,unique
17525085,17545176,12030121,12049525,64444167,12314368,chr20,tig00000001,unique
17545293,17555995,12049545,12059869,64444167,12314368,chr20,tig00000001,unique
17583106,17619394,12085587,12120599,64444167,12314368,chr20,tig00000001,unique
17678935,17735175,12176998,12231220,64444167,12314368,chr20,tig00000001,unique
17748724,17771383,12244091,12265958,64444167,12314368,chr20,tig00000001,unique
23752857,23765581,2040700,2028363,64444167,2053166,chr20,tig00000008,unique
23777985,23794275,2016413,2000562,64444167,2053166,chr20,tig00000008,unique
23794961,23803652,1999841,1991375,64444167,2053166,chr20,tig00000008,unique
23810903,23848316,1984533,1948177,64444167,2053166,chr20,tig00000008,unique
23860042,23899175,1936977,1898885,64444167,2053166,chr20,tig00000008,unique
23919430,23940098,1879337,1859323,64444167,2053166,chr20,tig00000008,unique
23942646,23971427,1856681,1828629,64444167,2053166,chr20,tig00000008,unique
23971840,23988318,1828226,1812426,64444167,2053166,chr20,tig00000008,unique
23990231,24208346,1809358,1597861,64444167,2053166,chr20,tig00000008,unique
24225544,24296415,1581359,1512571,64444167,2053166,chr20,tig00000008,unique
24298469,24424237,1510633,1388442,64444167,2053166,chr20,tig00000008,unique
24430847,24452579,1381677,1360740,64444167,2053166,chr20,tig00000008,unique
