ref_start,ref_end,query_start,query_end,ref_length,query_length,ref,query,tag,alignment_length
56711163,56937404,51801,273721,64444167,1026445,chr20,tig00000081,unique,56885603
57032182,57197853,366569,529047,64444167,1026445,chr20,tig00000081,unique,56831284
57198184,57356476,529167,684997,64444167,1026445,chr20,tig00000081,unique,56827309
57561368,57707447,883550,1026444,64444167,1026445,chr20,tig00000081,unique,56823897
57357662,57504264,685827,828770,64444167,1026445,chr20,tig00000081,unique,56818437
56937600,57032050,273725,366564,64444167,1026445,chr20,tig00000081,unique,56758325
57505299,57554972,828543,877274,64444167,1026445,chr20,tig00000081,unique,56726429
56658518,56711163,0,51569,64444167,1026445,chr20,tig00000081,unique,56711163
33432259,33447699,1,15115,64444167,1184627,chr20,tig00000056,unique,54374025
33448025,33454925,15115,21767,64444167,1184627,chr20,tig00000056,unique,54374025
33460951,33489609,26917,54912,64444167,1184627,chr20,tig00000056,unique,54374025
33489890,33508155,54987,72842,64444167,1184627,chr20,tig00000056,unique,54374025
33511112,33535450,75622,99544,64444167,1184627,chr20,tig00000056,unique,54374025
33535936,33557763,99548,121009,64444167,1184627,chr20,tig00000056,unique,54374025
33558131,33591854,121147,154442,64444167,1184627,chr20,tig00000056,unique,54374025
33593596,33616279,155986,178474,64444167,1184627,chr20,tig00000056,unique,54374025
33616490,33632756,178479,194425,64444167,1184627,chr20,tig00000056,unique,54374025
33633020,33638648,194425,199961,64444167,1184627,chr20,tig00000056,unique,54374025
33639168,33643778,199995,204492,64444167,1184627,chr20,tig00000056,unique,54374025
33649936,33699837,210649,259265,64444167,1184627,chr20,tig00000056,unique,54374025
33705455,33771388,264304,328885,64444167,1184627,chr20,tig00000056,unique,54374025
33774392,33862722,331539,418154,64444167,1184627,chr20,tig00000056,unique,54374025
33863170,33918978,418257,472951,64444167,1184627,chr20,tig00000056,unique,54374025
33919202,33923987,472952,477686,64444167,1184627,chr20,tig00000056,unique,54374025
33924108,33933618,477708,487048,64444167,1184627,chr20,tig00000056,unique,54374025
33934284,33950665,487271,503471,64444167,1184627,chr20,tig00000056,unique,54374025
33951269,33969444,503690,521458,64444167,1184627,chr20,tig00000056,unique,54374025
33969840,34100462,521458,649600,64444167,1184627,chr20,tig00000056,unique,54374025
34100654,34150268,649605,698365,64444167,1184627,chr20,tig00000056,unique,54374025
34150592,34228132,698490,774636,64444167,1184627,chr20,tig00000056,unique,54374025
34231420,34268050,774627,810667,64444167,1184627,chr20,tig00000056,unique,54374025
34268444,34280587,810721,822597,64444167,1184627,chr20,tig00000056,unique,54374025
34280696,34303212,822597,844482,64444167,1184627,chr20,tig00000056,unique,54374025
34303433,34331891,844488,872464,64444167,1184627,chr20,tig00000056,unique,54374025
34332329,34343447,872497,883381,64444167,1184627,chr20,tig00000056,unique,54374025
34357779,34388115,897127,926863,64444167,1184627,chr20,tig00000056,unique,54374025
34393273,34413196,931379,951019,64444167,1184627,chr20,tig00000056,unique,54374025
34413346,34450319,951019,987379,64444167,1184627,chr20,tig00000056,unique,54374025
34451121,34527041,987542,1062175,64444167,1184627,chr20,tig00000056,unique,54374025
34528341,34544010,1063055,1078374,64444167,1184627,chr20,tig00000056,unique,54374025
34544268,34589639,1078379,1122494,64444167,1184627,chr20,tig00000056,unique,54374025
34598192,34637309,1131773,1170289,64444167,1184627,chr20,tig00000056,unique,54374025
34637439,34643208,1170292,1175933,64444167,1184627,chr20,tig00000056,unique,54374025
54250749,54676126,669778,1090626,64444167,3050487,chr20,tig00000032,unique,54006348
56284293,56654859,2684312,3048167,64444167,3050487,chr20,tig00000032,unique,53970547
63841,66235,9962,12289,64444167,2642832,chr20,tig00000034,unique,53970547
66336,134413,12403,79696,64444167,2642832,chr20,tig00000034,unique,53970547
134419,139213,80077,84811,64444167,2642832,chr20,tig00000034,unique,53970547
140879,173423,85818,118083,64444167,2642832,chr20,tig00000034,unique,53970547
173423,218282,118285,162480,64444167,2642832,chr20,tig00000034,unique,53970547
218424,221420,162498,165428,64444167,2642832,chr20,tig00000034,unique,53970547
221574,261623,165432,204940,64444167,2642832,chr20,tig00000034,unique,53970547
263988,279156,206981,221649,64444167,2642832,chr20,tig00000034,unique,53970547
279162,288436,222104,231181,64444167,2642832,chr20,tig00000034,unique,53970547
288739,296660,231355,239138,64444167,2642832,chr20,tig00000034,unique,53970547
297071,306476,239167,248300,64444167,2642832,chr20,tig00000034,unique,53970547
310540,323988,252162,265269,64444167,2642832,chr20,tig00000034,unique,53970547
327609,375464,269096,315987,64444167,2642832,chr20,tig00000034,unique,53970547
378327,420728,318546,359958,64444167,2642832,chr20,tig00000034,unique,53970547
420731,442571,360176,381528,64444167,2642832,chr20,tig00000034,unique,53970547
452952,478803,390314,415675,64444167,2642832,chr20,tig00000034,unique,53970547
479143,543134,415736,478553,64444167,2642832,chr20,tig00000034,unique,53970547
543492,572664,478556,507060,64444167,2642832,chr20,tig00000034,unique,53970547
572907,580150,507091,514185,64444167,2642832,chr20,tig00000034,unique,53970547
580493,599818,514185,532976,64444167,2642832,chr20,tig00000034,unique,53970547
613838,642010,546454,574187,64444167,2642832,chr20,tig00000034,unique,53970547
642266,663138,574886,595040,64444167,2642832,chr20,tig00000034,unique,53970547
667622,755231,599023,684931,64444167,2642832,chr20,tig00000034,unique,53970547
755643,779264,685055,708336,64444167,2642832,chr20,tig00000034,unique,53970547
779352,781245,708346,710227,64444167,2642832,chr20,tig00000034,unique,53970547
781383,814590,710252,742952,64444167,2642832,chr20,tig00000034,unique,53970547
822982,826654,753692,757288,64444167,2642832,chr20,tig00000034,unique,53970547
826806,873647,757292,803400,64444167,2642832,chr20,tig00000034,unique,53970547
874348,942610,803405,870607,64444167,2642832,chr20,tig00000034,unique,53970547
942706,1019969,870614,946593,64444167,2642832,chr20,tig00000034,unique,53970547
1019969,1024762,946708,951447,64444167,2642832,chr20,tig00000034,unique,53970547
1025079,1088288,951503,1014052,64444167,2642832,chr20,tig00000034,unique,53970547
1088968,1122097,1014256,1046852,64444167,2642832,chr20,tig00000034,unique,53970547
1136255,1150162,1059796,1073477,64444167,2642832,chr20,tig00000034,unique,53970547
1149838,1190151,1073771,1113059,64444167,2642832,chr20,tig00000034,unique,53970547
1190674,1260420,1113218,1182054,64444167,2642832,chr20,tig00000034,unique,53970547
1258135,1278617,1180574,1200684,64444167,2642832,chr20,tig00000034,unique,53970547
1280764,1297898,1202686,1219539,64444167,2642832,chr20,tig00000034,unique,53970547
1298020,1309002,1219545,1230185,64444167,2642832,chr20,tig00000034,unique,53970547
1311328,1371622,1232213,1291410,64444167,2642832,chr20,tig00000034,unique,53970547
1372024,1391755,1291519,1310997,64444167,2642832,chr20,tig00000034,unique,53970547
1410171,1415142,1326940,1331886,64444167,2642832,chr20,tig00000034,unique,53970547
1415478,1437715,1332080,1353988,64444167,2642832,chr20,tig00000034,unique,53970547
1437787,1439645,1354181,1356021,64444167,2642832,chr20,tig00000034,unique,53970547
1443583,1527887,1359615,1442671,64444167,2642832,chr20,tig00000034,unique,53970547
1528134,1532821,1442672,1447323,64444167,2642832,chr20,tig00000034,unique,53970547
1533139,1571579,1447352,1485430,64444167,2642832,chr20,tig00000034,unique,53970547
1618358,1647853,1498523,1527556,64444167,2642832,chr20,tig00000034,unique,53970547
1648262,1681353,1527561,1560246,64444167,2642832,chr20,tig00000034,unique,53970547
1681451,1704682,1560246,1583263,64444167,2642832,chr20,tig00000034,unique,53970547
1704879,1728720,1583261,1606790,64444167,2642832,chr20,tig00000034,unique,53970547
1728847,1764145,1606820,1641627,64444167,2642832,chr20,tig00000034,unique,53970547
1764883,1773204,1641974,1650117,64444167,2642832,chr20,tig00000034,unique,53970547
1773526,1798041,1650232,1674422,64444167,2642832,chr20,tig00000034,unique,53970547
1798041,1822012,1674536,1698124,64444167,2642832,chr20,tig00000034,unique,53970547
1822666,1874101,1698599,1749145,64444167,2642832,chr20,tig00000034,unique,53970547
1877423,1894334,1754503,1770893,64444167,2642832,chr20,tig00000034,unique,53970547
1904363,1954593,1780284,1829535,64444167,2642832,chr20,tig00000034,unique,53970547
1954975,1986413,1829757,1860748,64444167,2642832,chr20,tig00000034,unique,53970547
1995375,2030861,1869383,1904317,64444167,2642832,chr20,tig00000034,unique,53970547
2031012,2058324,1904304,1931355,64444167,2642832,chr20,tig00000034,unique,53970547
2058516,2150265,1931395,2021480,64444167,2642832,chr20,tig00000034,unique,53970547
2150308,2172856,2022189,2044296,64444167,2642832,chr20,tig00000034,unique,53970547
2173147,2207596,2044328,2078228,64444167,2642832,chr20,tig00000034,unique,53970547
2207732,2229230,2078298,2099472,64444167,2642832,chr20,tig00000034,unique,53970547
2241272,2258487,2112107,2129030,64444167,2642832,chr20,tig00000034,unique,53970547
2258619,2287167,2129030,2157079,64444167,2642832,chr20,tig00000034,unique,53970547
2287742,2298345,2157359,2167744,64444167,2642832,chr20,tig00000034,unique,53970547
2313995,2334912,2183182,2203779,64444167,2642832,chr20,tig00000034,unique,53970547
2335098,2337409,2203826,2206106,64444167,2642832,chr20,tig00000034,unique,53970547
2337570,2378171,2206157,2246236,64444167,2642832,chr20,tig00000034,unique,53970547
2380159,2398683,2248133,2266174,64444167,2642832,chr20,tig00000034,unique,53970547
2398834,2504564,2266214,2370380,64444167,2642832,chr20,tig00000034,unique,53970547
2506588,2523470,2372260,2388835,64444167,2642832,chr20,tig00000034,unique,53970547
2523598,2541854,2388861,2406517,64444167,2642832,chr20,tig00000034,unique,53970547
2542657,2553718,2407186,2417993,64444167,2642832,chr20,tig00000034,unique,53970547
2553875,2652803,2418089,2515527,64444167,2642832,chr20,tig00000034,unique,53970547
2659076,2682317,2521646,2544319,64444167,2642832,chr20,tig00000034,unique,53970547
2682158,2708100,2544082,2569513,64444167,2642832,chr20,tig00000034,unique,53970547
2708861,2714415,2569695,2575138,64444167,2642832,chr20,tig00000034,unique,53970547
2714624,2732998,2575171,2593160,64444167,2642832,chr20,tig00000034,unique,53970547
2735083,2761887,2595128,2621344,64444167,2642832,chr20,tig00000034,unique,53970547
2762168,2783890,2621449,2642832,64444167,2642832,chr20,tig00000034,unique,53970547
54676440,54966682,1090626,1378272,64444167,3050487,chr20,tig00000032,unique,53876056
55628368,55831687,2032957,2234257,64444167,3050487,chr20,tig00000032,unique,53798730
56089785,56281848,2489254,2679116,64444167,3050487,chr20,tig00000032,unique,53792594
54966899,55145311,1378326,1554855,64444167,3050487,chr20,tig00000032,unique,53766985
53841599,54030531,278472,464414,64444167,3050487,chr20,tig00000032,unique,53752059
55262184,55416531,1670456,1823395,64444167,3050487,chr20,tig00000032,unique,53746075
55945770,56089396,2347366,2489040,64444167,3050487,chr20,tig00000032,unique,53742030
55831689,55945770,2234356,2347234,64444167,3050487,chr20,tig00000032,unique,53711414
53608702,53746679,52061,186772,64444167,3050487,chr20,tig00000032,unique,53694618
55416916,55497379,1823418,1903185,64444167,3050487,chr20,tig00000032,unique,53673961
55180745,55262177,1590015,1670545,64444167,3050487,chr20,tig00000032,unique,53672162
54081001,54168471,503069,589218,64444167,3050487,chr20,tig00000032,unique,53665402
54171397,54250468,591691,669587,64444167,3050487,chr20,tig00000032,unique,53658777
55533147,55586323,1938147,1990937,64444167,3050487,chr20,tig00000032,unique,53648176
55586323,55625404,1991066,2029895,64444167,3050487,chr20,tig00000032,unique,53634338
55497948,55532982,1903384,1938147,64444167,3050487,chr20,tig00000032,unique,53629598
55145303,55180525,1555153,1589908,64444167,3050487,chr20,tig00000032,unique,53625372
53763851,53819713,203379,258107,64444167,3050487,chr20,tig00000032,unique,53616334
54041464,54079312,464409,501559,64444167,3050487,chr20,tig00000032,unique,53614903
53555570,53599495,2,43130,64444167,3050487,chr20,tig00000032,unique,53599493
55625408,55628252,2030126,2032953,64444167,3050487,chr20,tig00000032,unique,53598126
53747892,53759455,187912,199117,64444167,3050487,chr20,tig00000032,unique,53571543
53823317,53830620,260444,267619,64444167,3050487,chr20,tig00000032,unique,53570176
52442749,52994713,475291,1021218,64444167,1569841,chr20,tig00000052,unique,52519422
52195007,52442618,230331,475272,64444167,1569841,chr20,tig00000052,unique,52212287
53204447,53415705,1228365,1436704,64444167,1569841,chr20,tig00000052,unique,52187340
52995168,53150057,1021313,1174140,64444167,1569841,chr20,tig00000052,unique,52128744
51959106,52091747,0,130813,64444167,1569841,chr20,tig00000052,unique,52091747
53415705,53469757,1436883,1490017,64444167,1569841,chr20,tig00000052,unique,52032874
53150744,53204447,1174319,1227364,64444167,1569841,chr20,tig00000052,unique,52030128
53503760,53551181,1523163,1569840,64444167,1569841,chr20,tig00000052,unique,52028018
52144591,52193144,181019,228491,64444167,1569841,chr20,tig00000052,unique,52012125
53469911,53500290,1490040,1519911,64444167,1569841,chr20,tig00000052,unique,52010250
52101633,52142866,140483,181019,64444167,1569841,chr20,tig00000052,unique,52002383
51877165,51940098,0,61925,64444167,61926,chr20,tig00000189,unique,51940098
28898546,28906619,22487,30290,64444167,40272,chr20,tig00000198,unique,51940098
28820664,28830473,2133,11498,64444167,36332,chr20,tig00000204,unique,51940098
50955048,51387624,171019,596651,64444167,1074480,chr20,tig00000059,unique,51216605
51500848,51635730,707136,839621,64444167,1074480,chr20,tig00000059,unique,50928594
51635855,51738772,839627,940800,64444167,1074480,chr20,tig00000059,unique,50899145
51740561,51815226,943106,1016078,64444167,1074480,chr20,tig00000059,unique,50872120
51387761,51455022,596720,662376,64444167,1074480,chr20,tig00000059,unique,50858302
50780564,50853898,3,71813,64444167,1074480,chr20,tig00000059,unique,50853895
50883916,50954799,101153,170968,64444167,1074480,chr20,tig00000059,unique,50853646
51824004,51870572,1024640,1070340,64444167,1074480,chr20,tig00000059,unique,50845932
51455490,51500848,662450,706941,64444167,1074480,chr20,tig00000059,unique,50838398
50858207,50882841,76150,100161,64444167,1074480,chr20,tig00000059,unique,50806691
49517677,49881318,308961,666173,64444167,1141747,chr20,tig00000078,unique,49572357
49202580,49510637,0,302314,64444167,1141747,chr20,tig00000078,unique,49510637
49989229,50137968,771278,916733,64444167,1141747,chr20,tig00000078,unique,49366690
50258521,50356324,1034692,1130175,64444167,1141747,chr20,tig00000078,unique,49321632
50175520,50258521,953146,1034516,64444167,1141747,chr20,tig00000078,unique,49305375
49922498,49987254,706090,769355,64444167,1141747,chr20,tig00000078,unique,49281164
50138689,50172562,917354,950408,64444167,1141747,chr20,tig00000078,unique,49255208
49885484,49922493,670060,705906,64444167,1141747,chr20,tig00000078,unique,49252433
48973309,49112705,450633,587623,64444167,670797,chr20,tig00000094,unique,48662072
48628301,48776066,114059,258076,64444167,670797,chr20,tig00000094,unique,48662007
48511829,48627947,0,113729,64444167,670797,chr20,tig00000094,unique,48627947
48871283,48959617,350307,436874,64444167,670797,chr20,tig00000094,unique,48609310
49117510,49198135,591854,670796,64444167,670797,chr20,tig00000094,unique,48606281
48803046,48871573,283912,351192,64444167,670797,chr20,tig00000094,unique,48587661
48778083,48800366,259826,281443,64444167,670797,chr20,tig00000094,unique,48540540
48961084,48972320,438614,449660,64444167,670797,chr20,tig00000094,unique,48533706
46378273,46526482,708305,854599,64444167,1761030,chr20,tig00000003,unique,45818177
47033004,47124149,1352380,1442133,64444167,1761030,chr20,tig00000003,unique,45771769
46788838,46884327,1113022,1207361,64444167,1761030,chr20,tig00000003,unique,45771305
46562074,46639044,889358,965179,64444167,1761030,chr20,tig00000003,unique,45749686
46901253,46962899,1223710,1284172,64444167,1761030,chr20,tig00000003,unique,45739189
46054513,46130160,394406,468788,64444167,1761030,chr20,tig00000003,unique,45735754
47124691,47176636,1442464,1493547,64444167,1761030,chr20,tig00000003,unique,45734172
46271229,46331793,604876,664052,64444167,1761030,chr20,tig00000003,unique,45726917
46732121,46779659,1055496,1102307,64444167,1761030,chr20,tig00000003,unique,45724163
47307569,47342705,1619612,1653857,64444167,1761030,chr20,tig00000003,unique,45723093
47243898,47277467,1557644,1590496,64444167,1761030,chr20,tig00000003,unique,45719823
47344329,47373288,1655058,1683484,64444167,1761030,chr20,tig00000003,unique,45718230
46994693,47032843,1314719,1352339,64444167,1761030,chr20,tig00000003,unique,45718124
47277836,47307240,1590640,1619522,64444167,1761030,chr20,tig00000003,unique,45716600
47176939,47209079,1493566,1525080,64444167,1761030,chr20,tig00000003,unique,45715513
46656294,46694818,981913,1019876,64444167,1761030,chr20,tig00000003,unique,45712905
47422038,47440488,1730247,1748447,64444167,1761030,chr20,tig00000003,unique,45710241
5773440,5799869,1,25768,64444167,6404681,chr20,tig00000017,unique,45710241
5803745,5826835,29573,52380,64444167,6404681,chr20,tig00000017,unique,45710241
5826994,5831821,52399,57118,64444167,6404681,chr20,tig00000017,unique,45710241
5832519,5912065,57406,135781,64444167,6404681,chr20,tig00000017,unique,45710241
5912176,5962354,135882,185302,64444167,6404681,chr20,tig00000017,unique,45710241
5963811,5972173,186977,195125,64444167,6404681,chr20,tig00000017,unique,45710241
5972362,6018659,195232,240890,64444167,6404681,chr20,tig00000017,unique,45710241
6018851,6035769,240912,257657,64444167,6404681,chr20,tig00000017,unique,45710241
6035882,6046927,257657,268417,64444167,6404681,chr20,tig00000017,unique,45710241
6047402,6058723,268498,279537,64444167,6404681,chr20,tig00000017,unique,45710241
6059034,6130874,279545,350591,64444167,6404681,chr20,tig00000017,unique,45710241
6131112,6170312,350682,389286,64444167,6404681,chr20,tig00000017,unique,45710241
6179208,6230645,397490,448323,64444167,6404681,chr20,tig00000017,unique,45710241
6232951,6270725,450141,487446,64444167,6404681,chr20,tig00000017,unique,45710241
6277719,6290648,495191,508014,64444167,6404681,chr20,tig00000017,unique,45710241
6290910,6320257,508037,537137,64444167,6404681,chr20,tig00000017,unique,45710241
6320675,6411254,537447,626425,64444167,6404681,chr20,tig00000017,unique,45710241
6411533,6437219,626425,651916,64444167,6404681,chr20,tig00000017,unique,45710241
6437568,6541022,652123,754785,64444167,6404681,chr20,tig00000017,unique,45710241
6542785,6573043,755913,785958,64444167,6404681,chr20,tig00000017,unique,45710241
6573043,6609001,786060,821571,64444167,6404681,chr20,tig00000017,unique,45710241
6612794,6634749,825115,846743,64444167,6404681,chr20,tig00000017,unique,45710241
6634935,6697978,846799,909221,64444167,6404681,chr20,tig00000017,unique,45710241
6699439,6793129,910394,1002751,64444167,6404681,chr20,tig00000017,unique,45710241
6793419,6800505,1002818,1009841,64444167,6404681,chr20,tig00000017,unique,45710241
6800506,6807436,1009950,1016804,64444167,6404681,chr20,tig00000017,unique,45710241
6812734,6841382,1021003,1049187,64444167,6404681,chr20,tig00000017,unique,45710241
6841254,6879047,1049373,1086833,64444167,6404681,chr20,tig00000017,unique,45710241
6879513,6898424,1087027,1105688,64444167,6404681,chr20,tig00000017,unique,45710241
6899195,6975478,1105785,1181337,64444167,6404681,chr20,tig00000017,unique,45710241
6975915,6982923,1181605,1188536,64444167,6404681,chr20,tig00000017,unique,45710241
6982923,7031675,1188732,1237113,64444167,6404681,chr20,tig00000017,unique,45710241
7031822,7227777,1237182,1431423,64444167,6404681,chr20,tig00000017,unique,45710241
7230522,7248251,1434015,1451612,64444167,6404681,chr20,tig00000017,unique,45710241
7248558,7256123,1451731,1459225,64444167,6404681,chr20,tig00000017,unique,45710241
7256510,7263133,1459265,1465843,64444167,6404681,chr20,tig00000017,unique,45710241
7263260,7293702,1465848,1495963,64444167,6404681,chr20,tig00000017,unique,45710241
7294016,7318851,1495963,1520599,64444167,6404681,chr20,tig00000017,unique,45710241
7320579,7326106,1522248,1527726,64444167,6404681,chr20,tig00000017,unique,45710241
7326319,7375458,1527738,1576462,64444167,6404681,chr20,tig00000017,unique,45710241
7375602,7435686,1576502,1636061,64444167,6404681,chr20,tig00000017,unique,45710241
7435686,7563855,1636326,1763518,64444167,6404681,chr20,tig00000017,unique,45710241
7564104,7638530,1763670,1837258,64444167,6404681,chr20,tig00000017,unique,45710241
7638287,7719010,1837575,1917573,64444167,6404681,chr20,tig00000017,unique,45710241
7721904,7729099,1920598,1927748,64444167,6404681,chr20,tig00000017,unique,45710241
7729441,7769706,1927848,1967852,64444167,6404681,chr20,tig00000017,unique,45710241
7777479,7794904,1974783,1992115,64444167,6404681,chr20,tig00000017,unique,45710241
7794904,7878318,1992210,2074886,64444167,6404681,chr20,tig00000017,unique,45710241
7878654,7945541,2075002,2141291,64444167,6404681,chr20,tig00000017,unique,45710241
7945847,8018388,2141316,2213186,64444167,6404681,chr20,tig00000017,unique,45710241
8018439,8094705,2213098,2288801,64444167,6404681,chr20,tig00000017,unique,45710241
8094893,8184727,2288801,2377672,64444167,6404681,chr20,tig00000017,unique,45710241
8184997,8301030,2377687,2492776,64444167,6404681,chr20,tig00000017,unique,45710241
8301816,8304638,2492866,2495632,64444167,6404681,chr20,tig00000017,unique,45710241
8304662,8359523,2495943,2550231,64444167,6404681,chr20,tig00000017,unique,45710241
8359746,8431518,2550231,2621373,64444167,6404681,chr20,tig00000017,unique,45710241
8433810,8462440,2623094,2651430,64444167,6404681,chr20,tig00000017,unique,45710241
8462903,8609172,2651665,2795900,64444167,6404681,chr20,tig00000017,unique,45710241
8609984,8643289,2796089,2829087,64444167,6404681,chr20,tig00000017,unique,45710241
8643598,8651066,2829218,2836579,64444167,6404681,chr20,tig00000017,unique,45710241
8652623,8655710,2838153,2841202,64444167,6404681,chr20,tig00000017,unique,45710241
8656043,8662628,2841330,2847893,64444167,6404681,chr20,tig00000017,unique,45710241
8661951,8665733,2848006,2851759,64444167,6404681,chr20,tig00000017,unique,45710241
8665528,8689970,2851840,2876100,64444167,6404681,chr20,tig00000017,unique,45710241
8689959,8827377,2876376,3012479,64444167,6404681,chr20,tig00000017,unique,45710241
8834116,8989919,3018429,3172755,64444167,6404681,chr20,tig00000017,unique,45710241
8990275,9015413,3172852,3197764,64444167,6404681,chr20,tig00000017,unique,45710241
9015607,9089412,3197816,3270784,64444167,6404681,chr20,tig00000017,unique,45710241
9089541,9102947,3270785,3283996,64444167,6404681,chr20,tig00000017,unique,45710241
9103590,9189532,3284008,3369121,64444167,6404681,chr20,tig00000017,unique,45710241
9188477,9211003,3368420,3390658,64444167,6404681,chr20,tig00000017,unique,45710241
9211323,9290688,3390658,3469368,64444167,6404681,chr20,tig00000017,unique,45710241
9294425,9354642,3473230,3532723,64444167,6404681,chr20,tig00000017,unique,45710241
9354779,9508374,3532742,3684701,64444167,6404681,chr20,tig00000017,unique,45710241
9507828,9530628,3684700,3707198,64444167,6404681,chr20,tig00000017,unique,45710241
9531253,9641504,3707560,3816581,64444167,6404681,chr20,tig00000017,unique,45710241
9641504,9666904,3816700,3841883,64444167,6404681,chr20,tig00000017,unique,45710241
9667214,9753875,3841883,3927709,64444167,6404681,chr20,tig00000017,unique,45710241
9753875,9837991,3928116,4011483,64444167,6404681,chr20,tig00000017,unique,45710241
9839345,9955365,4012646,4127402,64444167,6404681,chr20,tig00000017,unique,45710241
9956030,9995131,4127418,4166120,64444167,6404681,chr20,tig00000017,unique,45710241
9995607,10054541,4166237,4224556,64444167,6404681,chr20,tig00000017,unique,45710241
10054737,10075591,4224616,4245151,64444167,6404681,chr20,tig00000017,unique,45710241
10076442,10084908,4245186,4253475,64444167,6404681,chr20,tig00000017,unique,45710241
10084908,10106421,4254089,4275325,64444167,6404681,chr20,tig00000017,unique,45710241
10106697,10130695,4275345,4298958,64444167,6404681,chr20,tig00000017,unique,45710241
10132004,10156373,4300159,4324133,64444167,6404681,chr20,tig00000017,unique,45710241
10156554,10157773,4324182,4325388,64444167,6404681,chr20,tig00000017,unique,45710241
10158011,10182275,4325452,4349430,64444167,6404681,chr20,tig00000017,unique,45710241
10182602,10187373,4349440,4354193,64444167,6404681,chr20,tig00000017,unique,45710241
10187482,10229668,4354196,4395896,64444167,6404681,chr20,tig00000017,unique,45710241
10231444,10246221,4396667,4411187,64444167,6404681,chr20,tig00000017,unique,45710241
10248896,10281568,4413683,4445915,64444167,6404681,chr20,tig00000017,unique,45710241
10281685,10320855,4446113,4484791,64444167,6404681,chr20,tig00000017,unique,45710241
10320954,10324068,4484791,4487873,64444167,6404681,chr20,tig00000017,unique,45710241
10324068,10336625,4488016,4500463,64444167,6404681,chr20,tig00000017,unique,45710241
10340794,10347288,4504429,4510856,64444167,6404681,chr20,tig00000017,unique,45710241
10347444,10416386,4510876,4579118,64444167,6404681,chr20,tig00000017,unique,45710241
10416539,10433816,4579193,4596200,64444167,6404681,chr20,tig00000017,unique,45710241
10435380,10458667,4597471,4620458,64444167,6404681,chr20,tig00000017,unique,45710241
10458980,10465831,4620572,4627329,64444167,6404681,chr20,tig00000017,unique,45710241
10466088,10537336,4627350,4697341,64444167,6404681,chr20,tig00000017,unique,45710241
10537549,10557833,4697369,4717239,64444167,6404681,chr20,tig00000017,unique,45710241
10557980,10563353,4717276,4722531,64444167,6404681,chr20,tig00000017,unique,45710241
10563639,10581859,4722674,4740637,64444167,6404681,chr20,tig00000017,unique,45710241
10582021,10595144,4740684,4753720,64444167,6404681,chr20,tig00000017,unique,45710241
10595395,10632327,4753816,4790097,64444167,6404681,chr20,tig00000017,unique,45710241
10632664,10638315,4790191,4795734,64444167,6404681,chr20,tig00000017,unique,45710241
10647077,10677101,4804249,4833697,64444167,6404681,chr20,tig00000017,unique,45710241
10679990,10768128,4836135,4922794,64444167,6404681,chr20,tig00000017,unique,45710241
10768349,10792222,4922844,4946474,64444167,6404681,chr20,tig00000017,unique,45710241
10800934,10809580,4954650,4963184,64444167,6404681,chr20,tig00000017,unique,45710241
10809865,10866041,4963205,5018397,64444167,6404681,chr20,tig00000017,unique,45710241
